Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  7.99     11.76    11.76                             Foam::List<double>::List(Foam::List<double> const&) (List.C:122 @ 5bee0)
 [176] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (UListI.H:201 @ b1c88) [177] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (fvMatrix.C:574 @ 6d7fb) [395] Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> >::operator()() const (tmpI.H:272 @ 63d70)
  [69] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (surfaceInterpolationScheme.C:283 @ b1c8c) [304] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (fvMatrix.C:574 @ 6d80a) [379] Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> >::operator()() const (tmpI.H:274 @ 63d85)
  [29] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (UListI.H:201 @ b1c96) [178] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (doubleScalar.H:85 @ 6dc70) [393] Foam::tmp<Foam::Field<Foam::Vector<double> > >::ref() const (tmpI.H:174 @ 5a610)
  [35] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (ops.H:166 @ b1ca6) [159] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (fvMatrix.C:635 @ 6dc7d) [9998] Foam::tmp<Foam::Field<Foam::Vector<double> > >::operator()() const (tmpI.H:272 @ 5a510)
 [136] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (UListI.H:201 @ b1caf) [187] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (Field.C:851 @ 6dd40) [380] Foam::tmp<Foam::Field<Foam::Vector<double> > >::operator()() const (new_allocator.h:125 @ 5a5f6)
  [78] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (ops.H:166 @ b1cb7) [305] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (VectorSpaceI.H:492 @ 6de70) [10003] Foam::tmp<Foam::Field<double> >::ptr() const (tmpI.H:198 @ 5f3b0)
 [103] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (ops.H:167 @ b1cc0) [250] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (VectorSpaceOps.H:57 @ 6de74) [381] Foam::tmp<Foam::Field<double> >::ptr() const (Field.C:350 @ 5f5b3)
  [77] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (ops.H:165 @ b1cc8) [306] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (VectorSpaceI.H:492 @ 6de79) [9983] Foam::tmp<Foam::Field<double> >::ref() const (tmpI.H:174 @ 5e5f0)
 [105] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (ops.H:166 @ b1ccc) [251] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (doubleScalar.H:98 @ 6de85) [392] Foam::tmp<Foam::Field<double> >::operator()() const (tmpI.H:272 @ 5f5d0)
  [50] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (surfaceInterpolationScheme.C:283 @ b1cd4) [10139] Foam::fvMatrix<Foam::Vector<double> >::solve(Foam::dictionary const&) (fvMatrixSolve.C:56 @ a7710) [10151] Foam::tmp<Foam::fvMatrix<Foam::Vector<double> > >::ptr() const (tmpI.H:198 @ 7ba10)
  [62] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (ops.H:167 @ b1cd9) [10140] Foam::fvMatrix<Foam::Vector<double> >::fvMatrix(Foam::fvMatrix<Foam::Vector<double> > const&) (fvMatrix.C:322 @ 7b720) [10047] Foam::tmp<Foam::fvMatrix<Foam::Vector<double> > >::operator()() const (tmpI.H:272 @ 67000)
  [51] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (ops.H:165 @ b1cdd) [10097] Foam::fvMatrix<Foam::Vector<double> >::~fvMatrix() (fvMatrix.C:467 @ 67670) [10067] Foam::tmp<Foam::fvMatrix<double> >::ptr() const (tmpI.H:198 @ 71d10)
  [44] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (surfaceInterpolationScheme.C:283 @ b1ce1) [10141] Foam::fvMatrix<Foam::Vector<double> >::operator-=(Foam::fvMatrix<Foam::Vector<double> > const&) (fvMatrix.C:1056 @ b2990) [341] Foam::tmp<Foam::fvMatrix<double> >::ref() const (tmpI.H:174 @ 68740)
 [286] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (surfaceInterpolationScheme.C:291 @ b1cfa) [92] Foam::fvMatrix<Foam::Vector<double> >::operator-=(Foam::fvMatrix<Foam::Vector<double> > const&) (ops.H:72 @ b2a80) [382] Foam::tmp<Foam::fvMatrix<double> >::ref() const (tmpI.H:176 @ 68764)
 [213] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (List.C:391 @ b1e3b) [98] Foam::fvMatrix<Foam::Vector<double> >::operator-=(Foam::fvMatrix<Foam::Vector<double> > const&) (ops.H:72 @ b2bb0) [10009] Foam::tmp<Foam::fvMatrix<double> >::operator()() const (tmpI.H:272 @ 68530)
  [52] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (List.C:393 @ b1e50) [10104] Foam::fvMatrix<double>::solve(Foam::dictionary const&) (fvMatrixSolve.C:56 @ a8eb0) [10152] void Foam::data::setSolverPerformance<Foam::Vector<double> >(Foam::word const&, Foam::SolverPerformance<Foam::Vector<double> > const&) const (dataTemplates.C:33 @ 8a750)
 [10112] Foam::surfaceInterpolationScheme<Foam::Vector<double> >::New(Foam::fvMesh const&, Foam::Istream&) (surfaceInterpolationScheme.C:36 @ 8ff80) [10158] Foam::fvMatrix<double>::fvMatrix(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::dimensionSet const&) (fvMatrix.C:267 @ 6ae30) [10186] Foam::Field<Foam::Vector<double> >::writeEntry(Foam::word const&, Foam::Ostream&) const (Field.C:726 @ 9c660)
  [65] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, double>::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<double>::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (surfaceInterpolationScheme.C:283 @ aafb3) [307] Foam::fvMatrix<double>::~fvMatrix() (fvMatrix.C:479 @ 5b0f2) [10046] Foam::Field<Foam::Vector<double> >::component(unsigned char) const (Field.C:656 @ 5e750)
  [27] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, double>::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<double>::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (UListI.H:201 @ aaff8) [10060] Foam::fvMatrix<double>::~fvMatrix() (fvMatrix.C:467 @ 5afe0) [6] Foam::Field<Foam::Vector<double> >::component(unsigned char) const (FieldFunctions.C:48 @ 5e7a7)
   [8] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, double>::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<double>::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (surfaceInterpolationScheme.C:283 @ aaffc) [10123] Foam::fvMatrix<double>::operator-=(Foam::fvMatrix<double> const&) (fvMatrix.C:1056 @ ad650) [10125] Foam::Field<double>::writeEntry(Foam::word const&, Foam::Ostream&) const (Field.C:726 @ 9d820)
  [34] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, double>::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<double>::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (UListI.H:201 @ ab001) [79] Foam::fvMatrix<double>::operator-=(Foam::fvMatrix<double> const&) (Field.C:849 @ ad6a2) [10167] Foam::UList<Foam::Vector<double> >::writeEntry(Foam::Ostream&) const (UListIO.C:35 @ 9c2b0)
   [3] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, double>::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<double>::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (surfaceInterpolationScheme.C:283 @ ab005) [169] Foam::fvMatrix<double>::operator-=(Foam::fvMatrix<double> const&) (Field.C:849 @ ad7e3) [10153] Foam::UList<double>::writeEntry(Foam::Ostream&) const (UListIO.C:35 @ 9d470)
 [287] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, double>::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<double>::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (surfaceInterpolationScheme.C:281 @ ab021) [179] Foam::fvMatrix<double>::operator-=(Foam::fvMatrix<double> const&) (Field.C:849 @ ad933) [111] Foam::fvMesh::comm() const (fvMesh.H:279 @ 5350b)
 [268] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, double>::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<double>::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (surfaceInterpolationScheme.C:297 @ ab0bb) [10124] Foam::fvMatrix<double>::operator+=(Foam::fvMatrix<double> const&) (fvMatrix.C:1022 @ 77870) [340] Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::fvPatch::patchInternalField<Foam::Vector<double> >(Foam::UList<Foam::Vector<double> > const&) const (fvPatchTemplates.C:31 @ 7a650)
 [288] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, double>::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<double>::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (List.C:391 @ ab1d1) [63] Foam::fvMatrix<double>::operator+=(Foam::fvMatrix<double> const&) (Field.C:848 @ 778b3) [196] Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::fvPatch::patchInternalField<Foam::Vector<double> >(Foam::UList<Foam::Vector<double> > const&) const (fvPatchTemplates.C:41 @ 7a6cb)
  [56] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, double>::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<double>::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (List.C:393 @ ab1e8) [208] Foam::fvMatrix<double>::operator+=(Foam::fvMatrix<double> const&) (Field.C:848 @ 779f3) [224] Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::fvPatch::patchInternalField<Foam::Vector<double> >(Foam::UList<Foam::Vector<double> > const&) const (UListI.H:201 @ 7a6f4)
 [10128] Foam::surfaceInterpolationScheme<double>::New(Foam::fvMesh const&, Foam::Istream&) (surfaceInterpolationScheme.C:36 @ 90360) [154] Foam::fvMatrix<double>::operator+=(Foam::fvMatrix<double> const&) (Field.C:848 @ 77b3b) [260] Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::fvPatch::patchInternalField<Foam::Vector<double> >(Foam::UList<Foam::Vector<double> > const&) const (fvPatchTemplates.C:41 @ 7a6fb)
 [289] Foam::surfaceInterpolationScheme<double>::New(Foam::fvMesh const&, Foam::Istream&) (surfaceInterpolationScheme.C:56 @ 90465) [143] double Foam::gAverage<double>(Foam::UList<double> const&, int) (FieldFunctions.C:349 @ 58810) [12] Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::fvPatch::patchInternalField<Foam::Vector<double> >(Foam::UList<Foam::Vector<double> > const&) const (fvPatchTemplates.C:43 @ 7a6fe)
 [10095] Foam::fv::gradScheme<double>::New(Foam::fvMesh const&, Foam::Istream&) (gradScheme.C:33 @ 92250) [39] double Foam::gAverage<double>(Foam::UList<double> const&, int) (FieldFunctions.C:350 @ 58834) [10029] Foam::tmp<Foam::Field<double> > Foam::fvPatch::patchInternalField<double>(Foam::UList<double> const&) const (fvPatchTemplates.C:31 @ 68ab0)
 [10129] Foam::fv::laplacianScheme<Foam::Vector<double>, double>::New(Foam::fvMesh const&, Foam::Istream&) (laplacianScheme.C:44 @ 90740) [359] double Foam::gAverage<double>(Foam::UList<double> const&, int) (FieldFunctions.C:602 @ 588e0) [222] Foam::tmp<Foam::Field<double> > Foam::fvPatch::patchInternalField<double>(Foam::UList<double> const&) const (fvPatchTemplates.C:43 @ 68b36)
 [343] Foam::fv::laplacianScheme<double, double>::fvmLaplacian(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (tmpI.H:232 @ 640cc) [10071] bool Foam::reusable<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > const&) (GeometricFieldReuseFunctions.H:42 @ 679e0) [133] Foam::tmp<Foam::Field<double> > Foam::fvPatch::patchInternalField<double>(Foam::UList<double> const&) const (UListI.H:201 @ 68b50)
 [10089] Foam::fv::laplacianScheme<double, double>::New(Foam::fvMesh const&, Foam::Istream&) (laplacianScheme.C:44 @ 91520) [10043] bool Foam::reusable<double, Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (GeometricFieldReuseFunctions.H:42 @ 64d30) [9] Foam::tmp<Foam::Field<double> > Foam::fvPatch::patchInternalField<double>(Foam::UList<double> const&) const (fvPatchTemplates.C:43 @ 68b54)
